"id","title","description","begin_at","end_at","price_min","price_max","members_max","address","city","zip","lat","lng","member_id","encrypted_password","created_at","updated_at","image","photos","photo1","photo2","photo3","photo4","photo5","calendar_string","multi_dates_id","cloudy_id","calendar_range_string"
"3302","Danser la vague des 5 Rythmes","Cours de 5 rythmes","2016-12-04 11:00:00","2016-12-04 13:00:00",18,18,0,"18-20 rue du faubourg du Temple","Paris","75011","","","25","","2016-09-24 15:37:23.227291","2018-01-29 20:41:48.85158","","","","","","","","","","3340",""
"3303","Cours de 5 rythmes avec Silke","","2017-04-07 20:00:00","2017-04-07 22:00:00",20,20,0,"7 - 9 rue des Petites Écuries","Paris","75010","","","31","","2017-04-03 12:26:18.133328","2018-01-29 20:41:48.879832","","","","","","","","","","3341",""
"3304","Cours de 5 rythmes avec Silke","","2017-04-21 20:00:00","2017-04-21 22:00:00",20,20,0,"7 - 9 rue des Petites Écuries","Paris","75010","","","31","","2017-04-03 12:27:02.134035","2018-01-29 20:41:48.90952","","","","","","","","","","3342",""
"3305","Cours de 5 rythmes avec Silke","","2017-04-28 20:00:00","2017-04-28 22:00:00",20,20,0,"7 - 9 rue des Petites Écuries","Paris","75010","","","31","","2017-04-03 12:27:37.438261","2018-01-29 20:41:48.940647","","","","","","","","","","3343",""
"3306","VAGUES 5 RYTHMES ","Cours de 5 rythmes","2017-09-15 19:30:00","2017-09-15 21:30:00",20,20,0,"23 rue Geoffroy l Asnier ","Paris","75004","","","43","","2017-07-28 16:43:16.368083","2018-01-29 20:41:48.969761","","","","","","","","","","3344",""
"3307","Cours de 5 rythmes avec Silke","","2017-05-05 20:00:00","2017-05-05 22:00:00",20,20,0,"7 - 9 rue des Petites Écuries","Paris","75010","","","31","","2017-04-03 12:28:15.883887","2018-01-29 20:41:48.99928","","","","","","","","","","3345",""
"3308","Cours de 5 rythmes avec Silke","","2017-05-12 20:00:00","2017-05-12 22:00:00",20,20,0,"7 - 9 rue des Petites Écuries","Paris","75010","","","31","","2017-04-03 12:28:43.855418","2018-01-29 20:41:49.028787","","","","","","","","","","3346",""
"3309","Danser la vague des 5 Rythmes","Cours de 5 rythmes","2016-12-18 11:00:00","2016-12-18 13:00:00",18,18,0,"18-20 rue du faubourg du Temple","Paris","75011","","","25","","2016-09-24 15:37:23.234816","2018-01-29 20:41:49.06276","","","","","","","","","","3347",""
"3310","Danser la vague des 5 Rythmes","Cours de 5 rythmes","2017-01-08 11:00:00","2017-01-08 13:00:00",18,18,0,"18-20 rue du faubourg du Temple","Paris","75011","","","25","","2016-09-24 15:37:23.239595","2018-01-29 20:41:48.332285","","","","","","","","","","3325",""
"3311","Danser la vague des 5 Rythmes","Cours de 5 rythmes","2017-01-15 15:00:00","2017-01-15 17:00:00",18,18,0,"18-20 rue du faubourg du Temple","Paris","75011","","","25","","2016-09-24 15:37:23.244496","2018-01-29 20:41:48.441081","","","","","","","","","","3326",""
"3312","Danser la vague des 5 Rythmes","Cours de 5 rythmes","2017-01-29 11:00:00","2017-01-29 13:00:00",18,18,0,"18-20 rue du faubourg du Temple","Paris","75011","","","25","","2016-09-24 15:37:23.249307","2018-01-29 20:41:48.471525","","","","","","","","","","3327",""
"3313","Danser la vague des 5 Rythmes","Cours de 5 rythmes","2017-02-12 11:00:00","2017-02-12 13:00:00",18,18,0,"18-20 rue du faubourg du Temple","Paris","75011","","","25","","2016-09-24 15:37:23.253737","2018-01-29 20:41:48.502957","","","","","","","","","","3328",""
"3314","Danser la vague des 5 Rythmes","Cours de 5 rythmes","2017-02-19 11:00:00","2017-02-19 13:00:00",18,18,0,"18-20 rue du faubourg du Temple","Paris","75011","","","25","","2016-09-24 15:37:23.259281","2018-01-29 20:41:48.533763","","","","","","","","","","3329",""
"3315","Danser la vague des 5 Rythmes","Cours de 5 rythmes","2017-02-26 11:00:00","2017-02-26 13:00:00",18,18,0,"18-20 rue du faubourg du Temple","Paris","75011","","","25","","2016-09-24 15:37:23.264999","2018-01-29 20:42:12.727668","","","","","","","","","","4094",""
"3316","Danser la vague des 5 Rythmes","Cours de 5 rythmes","2017-03-12 15:00:00","2017-03-12 17:00:00",18,18,0,"18-20 rue du faubourg du Temple","Paris","75011","","","25","","2016-09-24 15:37:23.271428","2018-01-29 20:41:48.565234","","","","","","","","","","3330",""
"3317","Danser la vague des 5 Rythmes","Cours de 5 rythmes","2017-03-19 11:00:00","2017-03-19 13:00:00",18,18,0,"18-20 rue du faubourg du Temple","Paris","75011","","","25","","2016-09-24 15:37:23.278794","2018-01-29 20:41:49.095539","","","","","","","","","","3348",""
"3318","Danser la vague des 5 Rythmes","Cours de 5 rythmes","2017-03-26 11:00:00","2017-03-26 13:00:00",18,18,0,"18-20 rue du faubourg du Temple","Paris","75011","","","25","","2016-09-24 15:37:23.28336","2018-01-29 20:41:49.129389","","","","","","","","","","3349",""
"3319","Danser la vague des 5 Rythmes","Cours de 5 rythmes","2017-04-09 11:00:00","2017-04-09 13:00:00",18,18,0,"18-20 rue du faubourg du Temple","Paris","75011","","","25","","2016-09-24 15:37:23.287764","2018-01-29 20:41:49.162922","","","","","","","","","","3350",""
"3320","Danse des 5 rythmes","Cours de 5 rythmes","2016-10-15 20:00:00","2016-10-15 22:00:00",20,20,0,"14, boulevard Poissonnière","Paris","75009","","","35","","2016-09-03 16:52:11.787484","2018-01-29 20:41:49.195152","","","","","","","","","","3351",""
"3321","Danse des 5 rythmes","Cours de 5 rythmes","2016-10-29 20:00:00","2016-10-29 22:00:00",20,20,0,"14, boulevard Poissonnière","Paris","75009","","","35","","2016-09-03 16:52:11.797061","2018-01-29 20:41:49.227764","","","","","","","","","","3352",""
"3322","Danse des 5 rythmes","Cours de 5 rythmes","2016-09-10 18:30:00","2016-09-10 20:30:00",20,20,0,"14, boulevard Poissonnière","Paris","75009","","","35","","2016-09-03 16:52:11.758074","2018-01-29 20:41:49.259545","","","","","","","","","","3353",""
"3323","Danse des 5 rythmes","Cours de 5 rythmes","2016-09-17 18:30:00","2016-09-17 20:30:00",20,20,0,"14, boulevard Poissonnière","Paris","75009","","","35","","2016-09-03 16:52:11.764923","2018-01-29 20:41:49.28819","","","","","","","","","","3354",""
"3324","Danse des 5 rythmes","Cours de 5 rythmes","2016-09-24 18:30:00","2016-09-24 20:30:00",20,20,0,"14, boulevard Poissonnière","Paris","75009","","","35","","2016-09-03 16:52:11.770635","2018-01-29 20:41:49.318567","","","","","","","","","","3355",""
"3325","Danse des 5 rythmes","Cours de 5 rythmes","2016-10-01 18:30:00","2016-10-01 20:30:00",20,20,0,"14, boulevard Poissonnière","Paris","75009","","","35","","2016-09-03 16:52:11.776423","2018-01-29 20:41:49.34743","","","","","","","","","","3356",""
"3326","Danse des 5 rythmes","Cours de 5 rythmes","2016-10-22 18:30:00","2016-10-22 20:30:00",20,20,0,"14, boulevard Poissonnière","Paris","75009","","","35","","2016-09-03 16:52:11.792531","2018-01-29 20:41:49.375993","","","","","","","","","","3357",""
"3327","Dança Vida","Danse libre, naturelle, spontanée","2017-06-24 20:00:00","2017-06-24 22:00:00",20,20,0,"16 rue Geoffroy L'asnier","Paris","75004","","","34","","2017-02-28 10:44:15.474342","2018-01-29 20:41:49.405073","","","","","","","","","","3358",""
"3328","Dança Vida","Danse libre, naturelle, spontanée","2017-03-11 20:00:00","2017-03-11 22:00:00",20,20,0,"16 rue Geoffroy L'asnier","Paris","75004","","","34","","2017-02-28 10:42:33.09909","2018-01-29 20:41:49.434802","","","","","","","","","","3359",""
"3329","Danse des 5 rythmes","Cours de 5 rythmes. ce cours sera assuré par Silke LOSH","2017-03-11 18:45:00","2017-03-11 20:30:00",20,20,0,"14, boulevard Poissonnière","Paris","75009","","","35","","2016-09-03 16:52:11.906183","2018-01-29 20:41:49.462702","","","","","","","","","","3360",""
"3330","Danse des 5 rythmes","Cours de 5 rythmes","2017-03-25 17:30:00","2017-03-25 19:30:00",20,20,0,"14, boulevard Poissonnière","Paris","75009","","","35","","2016-09-03 16:52:11.918719","2018-01-29 20:42:12.784083","","","","","","","","","","4096",""
"3331","Danse des 5 rythmes","Cours de 5 rythmes","2016-11-19 18:30:00","2016-11-19 20:30:00",20,20,0,"14, boulevard Poissonnière","Paris","75009","","","35","","2016-09-03 16:52:11.810436","2018-01-29 20:41:49.492294","","","","","","","","","","3361",""
"3332","Danse des 5 rythmes","Cours de 5 rythmes","2016-11-26 18:30:00","2016-11-26 20:30:00",20,20,0,"14, boulevard Poissonnière","Paris","75009","","","35","","2016-09-03 16:52:11.814633","2018-01-29 20:41:49.522035","","","","","","","","","","3362",""
"3333","Dansez votre nature en ville!","Dansez votre nature en ville avec une vague des 5 rythmes!","2017-07-25 20:15:00","2017-07-25 22:15:00",20,20,0,"35 rue jean Moulin","VINCENNES","94300","","","35","","2017-07-10 12:28:21.465866","2018-01-29 20:42:12.813335","","","","","","","","","","4097",""
"3334","Danse des 5 rythmes","Cours de 5 rythmes","2016-12-10 18:30:00","2016-12-10 20:30:00",20,20,0,"14, boulevard Poissonnière","Paris","75009","","","35","","2016-09-03 16:52:11.823345","2018-01-29 20:41:49.551207","","","","","","","","","","3363",""
"3335","Danse des 5 rythmes","Cours de 5 rythmes","2016-12-17 18:30:00","2016-12-17 20:30:00",20,20,0,"14, boulevard Poissonnière","Paris","75009","","","35","","2016-09-03 16:52:11.828523","2018-01-29 20:41:49.58058","","","","","","","","","","3364",""
"3336","Danse des 5 rythmes","Cours de 5 rythmes","2017-01-07 18:30:00","2017-01-07 20:30:00",20,20,0,"14, boulevard Poissonnière","Paris","75009","","","35","","2016-09-03 16:52:11.841618","2018-01-29 20:41:49.613162","","","","","","","","","","3365",""
"3337","Danse des 5 rythmes","Cours de 5 rythmes","2017-01-14 18:30:00","2017-01-14 20:30:00",20,20,0,"14, boulevard Poissonnière","Paris","75009","","","35","","2016-09-03 16:52:11.846211","2018-01-29 20:41:49.644073","","","","","","","","","","3366",""
"3338","Danse des 5 rythmes","Cours de 5 rythmes","2017-01-21 18:30:00","2017-01-21 20:30:00",20,20,0,"14, boulevard Poissonnière","Paris","75009","","","35","","2016-09-03 16:52:11.85113","2018-01-29 20:41:49.681052","","","","","","","","","","3367",""
"3339","Danse des 5 rythmes","Cours de 5 rythmes","2017-02-18 18:30:00","2017-02-18 20:30:00",20,20,0,"14, boulevard Poissonnière","Paris","75009","","","35","","2016-09-03 16:52:11.873327","2018-01-29 20:41:49.712265","","","","","","","","","","3368",""
"3340","Danse des 5 rythmes","Cours de 5 rythmes","2017-02-25 18:30:00","2017-02-25 20:30:00",20,20,0,"14, boulevard Poissonnière","Paris","75009","","","35","","2016-09-03 16:52:11.885557","2018-01-29 20:41:49.741412","","","","","","","","","","3369",""
"3341","Danse des 5 rythmes","Cours de 5 rythmes","2017-03-18 18:30:00","2017-03-18 20:30:00",20,20,0,"14, boulevard Poissonnière","Paris","75009","","","35","","2016-09-03 16:52:11.912075","2018-01-29 20:41:49.769762","","","","","","","","","","3370",""
"3342","Danser la vague des 5 Rythmes","Cours de 5 rythmes","2017-04-23 11:00:00","2017-04-23 13:00:00",18,18,0,"18-20 rue du faubourg du Temple","Paris","75011","","","25","","2016-09-24 15:37:23.292958","2018-01-29 20:41:49.79892","","","","","","","","","","3371",""
"3343","Rest - 1er temps du Cycle Rest, Move & dance","1er temps d'un triptyque vers la conscience de son corps lors d'une session par mois dans un petit groupe de 8 personnes.

Rest :  Se poser, ralentir vraiment et revenir aux sensations corporelles.
Move :19 octobre, Dance : 30 Novembre.
Une journée de consolidation et/ou de découverte Dimanche 18  décembre de 11 à 18h","2016-09-14 13:15:00","2016-09-14 15:45:00",45,45,0,"210 rue de Belleville","PARIS","75020","","","37","","2016-09-05 13:48:47.999183","2018-01-29 20:42:12.841902","","","","","","","","","","4098",""
"3344","Danser la vague des 5 Rythmes","Cours de 5 rythmes","2017-04-30 11:00:00","2017-04-30 13:00:00",18,18,0,"18-20 rue du faubourg du Temple","Paris","75011","","","25","","2016-09-24 15:37:23.29866","2018-01-29 20:41:49.827457","","","","","","","","","","3372",""
"3345","Danser la vague des 5 Rythmes","Cours de 5 rythmes","2017-05-07 15:00:00","2017-05-07 17:00:00",18,18,0,"18-20 rue du faubourg du Temple","Paris","75011","","","25","","2016-09-24 15:37:23.304058","2018-01-29 20:41:49.85634","","","","","","","","","","3373",""
"3346","Danser la vague des 5 Rythmes","Cours de 5 rythmes","2017-05-28 11:00:00","2017-05-28 13:00:00",18,18,0,"18-20 rue du faubourg du Temple","Paris","75011","","","25","","2016-09-24 15:37:23.314682","2018-01-29 20:41:49.885032","","","","","","","","","","3374",""
"3347","Danser la vague des 5 Rythmes","Cours de 5 rythmes","2017-06-11 11:00:00","2017-06-11 13:00:00",18,18,0,"18-20 rue du faubourg du Temple","Paris","75011","","","25","","2016-09-24 15:37:23.321112","2018-01-29 20:41:49.912998","","","","","","","","","","3375",""
"3348","Deep & Wild Waves avec Carine et Silke ","Cours de 5 rythmes avec Silke","2017-04-22 17:30:00","2017-04-22 19:30:00",20,20,0,"14, boulevard Poissonnière","Paris","75009","","","35","","2016-09-03 16:52:11.945064","2018-01-29 20:41:49.941521","","","","","","","","","","3376",""
"3349","Deep & Wild Waves avec Carine et Silke ","Cours de 5 rythmes avec Carine","2017-04-29 17:30:00","2017-04-29 19:30:00",20,20,0,"14, boulevard Poissonnière","Paris","75009","","","35","","2016-09-03 16:52:11.950833","2018-01-29 20:41:49.971526","","","","","","","","","","3377",""
"3350","Deep & Wild Waves avec Carine et Silke ","Cours de 5 rythmes avec Silke","2017-05-13 17:30:00","2017-05-13 19:30:00",20,20,0,"14, boulevard Poissonnière","Paris","75009","","","35","","2016-09-03 16:52:11.960694","2018-01-29 20:41:50.000715","","","","","","","","","","3378",""
"3351","Deep & Wild Waves avec Carine et Silke ","Cours de 5 rythmes avec Carine","2017-05-20 17:30:00","2017-05-20 20:30:00",20,20,0,"14, boulevard Poissonnière","Paris","75009","","","35","","2016-09-03 16:52:11.965144","2018-01-29 20:41:50.03041","","","","","","","","","","3379",""
"3352","Danse des 5 rythmes","Cours de 5 rythmes","2017-06-03 18:30:00","2017-06-03 20:30:00",20,20,0,"14, boulevard Poissonnière","Paris","75009","","","35","","2016-09-03 16:52:11.974728","2018-01-29 20:41:50.063029","","","","","","","","","","3380",""
"3353","Danse des 5 rythmes","Cours de 5 rythmes","2017-06-10 18:30:00","2017-06-10 20:30:00",20,20,0,"14, boulevard Poissonnière","Paris","75009","","","35","","2016-09-03 16:52:11.97948","2018-01-29 20:41:50.092604","","","","","","","","","","3381",""
"3354","Danse des 5 rythmes","Cours de 5 rythmes","2017-06-17 18:30:00","2017-06-17 20:30:00",20,20,0,"14, boulevard Poissonnière","Paris","75009","","","35","","2016-09-03 16:52:11.984779","2018-01-29 20:41:50.122274","","","","","","","","","","3382",""
"3355","Cours de 5 rythmes avec Silke","","2016-09-09 20:00:00","2016-09-09 22:00:00",20,20,0,"7 - 9 rue des Petites Écuries","Paris","75010","","","31","","2016-09-06 10:14:59.854347","2018-01-29 20:41:50.172768","","","","","","","","","","3383",""
"3356","Danser la vague des 5 Rythmes","Cours de 5 rythmes","2017-06-18 11:00:00","2017-06-18 13:00:00",18,18,0,"18-20 rue du faubourg du Temple","Paris","75011","","","25","","2016-09-24 15:37:23.326898","2018-01-29 20:41:50.202805","","","","","","","","","","3384",""
"3357","Danser la vague des 5 Rythmes","Cours de 5 rythmes","2017-07-02 11:00:00","2017-07-02 13:00:00",18,18,0,"18-20 rue du faubourg du Temple","Paris","75011","","","25","","2016-09-24 15:37:23.331447","2018-01-29 20:41:50.233312","","","","","","","","","","3385",""
"3358","Soirée Sweat","Cours de 5 rythmes","2016-09-20 19:30:00","2016-09-20 21:30:00",18,18,0,"15, rue Geoffroy L Asnier","Paris","75004","","","25","","2016-09-24 15:37:23.336504","2018-01-29 20:41:50.262602","","","","","","","","","","3386",""
"3359","Soirée Sweat","Cours de 5 rythmes","2016-10-18 19:30:00","2016-10-18 21:30:00",18,18,0,"15, rue Geoffroy L Asnier","Paris","75004","","","25","","2016-09-24 15:37:23.34098","2018-01-29 20:41:50.292584","","","","","","","","","","3387",""
"3360","Soirée Sweat","Cours de 5 rythmes","2016-11-22 19:30:00","2016-11-22 21:30:00",18,18,0,"15, rue Geoffroy L Asnier","Paris","75004","","","25","","2016-09-24 15:37:23.345612","2018-01-29 20:41:50.323347","","","","","","","","","","3388",""
"3361","Soirée Sweat","Cours de 5 rythmes","2016-12-13 19:30:00","2016-12-13 21:30:00",18,18,0,"15, rue Geoffroy L Asnier","Paris","75004","","","25","","2016-09-24 15:37:23.350844","2018-01-29 20:41:50.352292","","","","","","","","","","3389",""
"3362","Lab impro au fil des 5 Rythmes : Flowing","Développer l'improvisation instantanée à partir de la carte vibratoire des 5 Rythmes","2016-10-01 14:30:00","2016-10-01 19:30:00",75,75,0,"18-20 rue du faubourg du Temple","Paris","75011","","","25","","2016-09-24 15:37:23.355349","2018-01-29 20:41:50.381481","","","","","","","","","","3390",""
"3363","","Séance donné par Lucie Nérot","2016-12-13 20:00:00","2016-12-13 22:00:00",20,20,0,"24 Rue Robespierre","Montreuil ","93100","","","42","","2016-10-02 17:05:15.741296","2018-01-29 20:41:50.410043","","","","","","","","","","3391",""
"3364","Lab impro au fil des 5 Rythmes : Staccato","Développer l'improvisation instantanée à partir de la carte vibratoire des 5 Rythmes","2016-12-17 14:30:00","2016-12-17 19:30:00",75,75,0,"18-20 rue du faubourg du Temple","Paris","75011","","","25","","2016-09-24 15:37:23.359551","2018-01-29 20:41:50.438744","","","","","","","","","","3392",""
"3365","Lab impro au fil des 5 Rythmes : Chaos","Développer l'improvisation instantanée à partir de la carte vibratoire des 5 Rythmes","2017-02-18 14:30:00","2017-02-18 19:30:00",75,75,0,"18-20 rue du faubourg du Temple","Paris","75011","","","25","","2016-09-24 15:37:23.364327","2018-01-29 20:41:50.468273","","","","","","","","","","3393",""
"3366","Lab impro au fil des 5 Rythmes : Lyrique","Développer l'improvisation instantanée à partir de la carte vibratoire des 5 Rythmes","2017-03-25 14:30:00","2017-03-25 19:30:00",75,75,0,"18-20 rue du faubourg du Temple","Paris","75011","","","25","","2016-09-24 15:37:23.369178","2018-01-29 20:41:50.530738","","","","","","","","","","3394",""
"3367","Lab impro au fil des 5 Rythmes : Stillness","Développer l'improvisation instantanée à partir de la carte vibratoire des 5 Rythmes","2017-04-22 14:30:00","2017-04-22 19:30:00",75,75,0,"18-20 rue du faubourg du Temple","Paris","75011","","","25","","2016-09-24 15:37:23.37432","2018-01-29 20:42:12.871164","","","","","","","","","","4099",""
"3368","Sunday Sweat","Cours de 5 rythmes ","2016-11-13 16:00:00","2016-11-13 18:00:00",20,20,0,"20 rue Geoffroy l'Asnier","","75004","","","28","","2016-09-30 09:37:47.553493","2018-01-29 20:41:50.62739","","","","","","","","","","3397",""
"3369","Sunday Sweat","Cours de 5 rythmes ","2016-10-02 17:00:00","2016-10-02 19:00:00",20,20,0,"20 rue Geoffroy l'Asnier","","75004","","","28","","2016-09-30 09:20:19.160782","2018-01-29 20:41:50.657776","","","","","","","","","","3398",""
"3370","danse des 5 rythmes","Venez et rejoignez nous dans le mouvement ce vendredi","2016-10-28 20:00:00","2016-10-28 22:00:00",20,20,0,"7 - 9 rue des Petites Écuries","","75010","","","31","","2016-10-17 12:12:30.920613","2018-01-29 20:41:50.687005","","","","","","","","","","3399",""
"3371","STAGE OPEN FLOOR : Pour la beauté du geste","Le premier stage d'un cycle sur 4 weekends : 2016/2017","2016-12-10 11:00:00","2017-06-10 17:30:00","","",0,"42 rue des Rigoles","Paris","75019","","","33","","2016-11-04 21:34:34.255985","2018-01-29 20:41:50.715794","","","","","","","","","","3400",""
"3372","Deeper Practice par Emma Roberts","Cours de 3h d'Emma Roberts","2016-09-17 16:00:00","2016-09-17 19:00:00","","",0,"15 rue Geoffroy L'Asnier","Paris","75002","","","22","","2016-09-13 21:06:29.085385","2018-01-29 20:41:50.747159","","","","","","","","","","3401",""
"3373","Confèrence sur La bibliotherapie","
Conférence :

La Bibliothérapie :
Vous aimez les livres et vous savez que le lien que nous entretenons avec eux est particulier ?
Vous allez adorer la bibliothérapie.Dans un cadre unique, la Shanti Home , j'animerai une conférence sur la bibliothérapie,
Au programme ?
Définition, origines et évolutions, ainsi que les applications possibles de cette discipline.Puis j'évoquerai la bibliothérapie intuitive telle que je la conçois et la pratique au quotidien. Enfin je répondrai avec plaisir à vos questions.

L'après-midi

Séances individuelles bibliothérapie intuitive (60 €)

Lionel Aobdia a la capacité de « recevoir », par intuition, une liste de lectures capables de vous révéler à vous-même, de trouver votre place dans l’incarnation ou même de changer votre vie ! On a tous un jour rencontré « par hasard », un livre qui a chamboulé notre vie. Alors, provoquez ce fameux hasard, et repartez avec les titres de VOS livres lumières et inspirants qui vont résonner avec qui vous êtes, ici et maintenant !","2016-10-22 10:00:00","2016-10-22 12:00:00","","",0,"14 rue des nangues","Villiers sur marne","94350","","","26","","2016-09-25 07:00:26.699148","2018-01-29 20:42:12.900357","","","","","","","","","","4100",""
"3374","Sunday Sweat","Cours de 5 rythmes ","2016-10-30 16:00:00","2016-10-30 18:00:00",20,20,0,"20 rue Geoffroy l'Asnier","","75004","","","28","","2016-09-30 09:37:01.223019","2018-01-29 20:41:50.777649","","","","","","","","","","3402",""
"3375","Les émotions et la voix, Slam d'impro","Pour libérer ses émotions en utilisant sa voix, sa verve, sa présence
Atelier orchestré par Patrick Faure

Tout passe par la voix, le son, la vibration. Permet de découvrir et développer toutes les dimensions vocales, sonores et vibratoires de chacun. ​

​​

Un mode d'expression, qui ne passe pas par le mental, un rapport direct à nos émotions, nos forces, nos énergies, nos blocages, nos traumas, nos vibrations et notre identité la plus profonde.​

​

Un stage qui nous amène à dépasser nos limites, libérer notre énergie et notre puissance, l'affirmation et la mise en action, aller au-delà de nous et développer notre force intérieure, nous libérer de nombreux blocages.​

​

Pour tous ceux qui aiment la pratique du chant, du son et de leur voix.

Stage très impliquant qui donne des résultats surprenant, mené avec la profondeur et la légèreté nécessaire.



Les ateliers se déroulent en groupe de cinq  personnes.

","2016-10-13 19:00:00","2016-10-13 22:00:00",50,50,0,"14 rue des nangues","Villiers sur marne","94350","","","26","","2016-09-25 06:06:25.635338","2018-01-29 20:41:50.807599","","","","","","","","","","3403",""
"3376","Stage de 5 rythmes avec Silvija Tomcik","'Let It Be' stage de deux jours avec SILVIJA TOMCIK, niveau Heartbeat (Emotions)
","2016-11-05 11:00:00","2016-11-05 16:30:00",180,180,0,"46 rue des Rigoles","","75020","","","39","","2016-10-11 19:42:53.037491","2018-01-29 20:41:50.839992","","","","","","","","","","3404",""
"3377","Stage de 5 rythmes avec Silvija Tomcik","'Let It Be' stage de deux jours avec SILVIJA TOMCIK, niveau Heartbeat (Emotions)
","2016-11-06 11:00:00","2016-11-06 16:30:00","","",0,"46 rue des Rigoles","","75020","","","39","","2016-10-11 19:44:38.579439","2018-01-29 20:41:50.885289","","","","","","","","","","3405",""
"3378","Dança Vida","Danse libre, naturelle, spontanée","2016-11-06 10:30:00","2016-11-06 12:30:00",20,20,0,"628 rue Yves Kermen","Boulogne Billancourt","92100","","","34","","2016-11-03 11:43:07.892659","2018-01-29 20:41:50.9515","","","","","","","","","","3406",""
"3379","5 rythmes de danse","Venez et ajoutez votre arôme sur le dance floor ce vendredi","2016-10-14 20:00:00","2016-10-14 22:00:00",20,20,0,"7 - 9 rue des Petites Écuries","","75010","","","31","","2016-10-12 08:46:47.708083","2018-01-29 20:41:50.983291","","","","","","","","","","3407",""
